index,launch_datetime,rocket,rocket_state,flight_number,launch_site,launch_site_state,lsp,lsp_state,payload,payload_state,payload_perator,payload_orbit,payload_function,payload_decay,payload_outcome,year,table_n,flight_n
176,1961-08-12 00:00:00,UGM-27 Polaris A1,United States,,"USS Abraham Lincoln, ETR",United States,US Navy,United States,,,US Navy,Suborbital,Missile test,12 August,Successful,1961,4,2252
180,1961-08-12 00:00:00,UGM-27 Polaris A1,United States,,"USS Abraham Lincoln, ETR",United States,US Navy,United States,,,US Navy,Suborbital,Missile test,12 August,Successful,1961,4,2253
184,1961-08-12 00:00:00,UGM-27 Polaris A1,United States,,"USS Abraham Lincoln, ETR",United States,US Navy,United States,,,US Navy,Suborbital,Missile test,12 August,Successful,1961,4,2254
188,1961-08-12 00:00:00,UGM-27 Polaris A1,United States,,"USS Abraham Lincoln, ETR",United States,US Navy,United States,,,US Navy,Suborbital,Missile test,12 August,Successful,1961,4,2255
192,1961-08-12 00:00:00,UGM-27 Polaris A1,United States,,"USS Abraham Lincoln, ETR",United States,US Navy,United States,,,US Navy,Suborbital,Missile test,12 August,Successful,1961,4,2256
196,1961-08-13 00:00:00,R-16,Soviet Union,,Baikonur Site 41/4,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,13 August,Launch failure,1961,4,2257
199,1961-08-15 17:21:00,Aerobee-150 (Hi),United States,,White Sands LC-35,United States,US Air Force,United States,,,US Air Force,Suborbital,Solar,15 August,Successful,1961,4,2258
203,1961-08-15 00:00:00,R-12 Dvina,Soviet Union,,Kapustin Yar,Soviet Union,MVS,Soviet Union,,,MVS,Suborbital,Missile test,15 August,Successful,1961,4,2259
207,1961-08-16 20:27:00,Nike-Apache,United States,,Wallops Island,United States,NASA,United States,,,NASA,Suborbital,Test flight,16 August,Successful,1961,4,2260
211,1961-08-17 14:29:00,XRM-91 Blue Scout Junior,United States,,Cape Canaveral LC-18A,United States,US Air Force,United States,,,US Air Force,Suborbital,Magnetospheric,17 August,Successful,1961,4,2261
215,1961-08-17 00:00:00,R-5 Pobeda,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Target,17 August,Launch failure,1961,4,2262
219,1961-08-17 00:00:00,R-5 Pobeda,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Target,17 August,Successful,1961,4,2263
223,1961-08-18 03:06:00,Nike-Cajun,United States,,Wallops Island,United States,NASA,United States,,,GCA,Suborbital,Ionospheric,18 August,Successful,1961,4,2264
227,1961-08-18 00:00:00,UGM-27 Polaris A2,United States,,"USNS Observation Island, ETR",United States,US Navy,United States,,,US Navy,Suborbital,Missile test,18 August,Launch failure,1961,4,2265
231,1961-08-22 00:00:00,MGM-31 Pershing I,United States,,Cape Canaveral LC-30A,United States,US Army,United States,,,US Army,Suborbital,Missile test,22 August,Successful,1961,4,2266
235,1961-08-22 00:00:00,R-5 Pobeda,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Target,22 August,Launch failure,1961,4,2267
239,1961-08-22 00:00:00,R-5 Pobeda,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Target,22 August,Successful,1961,4,2268
243,1961-08-23 01:16:00,SM-65D Atlas,United States,,Vandenberg LC-576B-3,United States,US Air Force,United States,,,US Air Force,Suborbital,Missile test,23 August,Successful,1961,4,2269
247,1961-08-23 17:02:00,Aerobee-150 (Hi),United States,,White Sands LC-35,United States,US Air Force,United States,,,US Air Force,Suborbital,Aeronomy Solar,23 August,Successful,1961,4,2270
251,1961-08-24 00:00:00,R-5 Pobeda,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Target,24 August,Successful,1961,4,2271
255,1961-08-25 00:00:00,R-5 Pobeda,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Target,25 August,Successful,1961,4,2272
259,1961-08-25 00:00:00,R-5 Pobeda,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Target,25 August,Successful,1961,4,2273
263,1961-08-28 17:41:00,Nike-Asp,United States,,Eglin,United States,US Air Force,United States,,,US Air Force,Suborbital,Ionospheric,28 August,Successful,1961,4,2274
267,1961-08-29 14:35:00,Aerobee-150 (Hi),United States,,White Sands,United States,NRL,United States,,,NRL,Suborbital,Solar,29 August,Successful,1961,4,2275
271,1961-08-30 18:30:00,LGM-30A Minuteman IA,United States,,Cape Canaveral LC-32B,United States,US Air Force,United States,,,US Air Force,Suborbital,Missile test,30 August,Launch failure,1961,4,2276
275,1961-08-30 00:00:00,R-12 Dvina,Soviet Union,,Kapustin Yar,Soviet Union,MVS,Soviet Union,,,MVS,Suborbital,Missile test,30 August,Successful,1961,4,2277
279,1961-08-30 00:00:00,RAM-A,United States,,Wallops Island,United States,NASA,United States,,,NASA,Suborbital,REV Test,30 August,Successful,1961,4,2278
283,1961-08-31 00:00:00,Nike-Zeus,United States,,White Sands LC-38,United States,US Army,United States,,,US Army,Suborbital,Missile test,31 August,Successful,1961,4,2279
287,1961-08-31 00:00:00,R-12 Dvina,Soviet Union,,Kapustin Yar,Soviet Union,MVS,Soviet Union,,,MVS,Suborbital,Missile test,31 August,Successful,1961,4,2280
292,1961-09-04 00:00:00,R-16,Soviet Union,,Baikonur Site 41/4,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,4 September,Successful,1961,4,2281
296,1961-09-06 22:30:00,PGM-17 Thor DM-18A,United States,,Vandenberg LE-7,United States,Royal Air Force,United Kingdom,,,Royal Air Force,Suborbital,Missile test,6 September,Successful,1961,4,2282
300,1961-09-06 00:00:00,R-5M Pobeda,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Nuclear test,6 September,Successful,1961,4,2283
304,1961-09-07 01:30:00,HGM-25A Titan I,United States,,Cape Canaveral LC-20,United States,US Air Force,United States,,,US Air Force,Suborbital,Missile test,7 September,Successful,1961,4,2284
308,1961-09-07 18:17:00,Nike-Asp,United States,,Salto di Quirra,Italy,CRA,Italy,,,ROSAP,Suborbital,Aeronomy,7 September,Successful,1961,4,2285
312,1961-09-08 04:06:00,Nike-Cajun,United States,,Salto di Quirra,Italy,CRA,Italy,,,ROSAP,Suborbital,Aeronomy,8 September,Successful,1961,4,2286
316,1961-09-08 04:11:00,Nike-Cajun,United States,,Salto di Quirra,Italy,CRA,Italy,,,ROSAP,Suborbital,Aeronomy,8 September,Successful,1961,4,2287
320,1961-09-08 00:00:00,HGM-25A Titan I,United States,,Cape Canaveral LC-19,United States,US Air Force,United States,,,US Air Force,Suborbital,Missile test,8 September,Successful,1961,4,2288
324,1961-09-09 01:42:00,SM-65E Atlas,United States,,Cape Canaveral LC-13,United States,US Air Force,United States,,,US Air Force,Suborbital,Missile test,9 September,Launch failure,1961,4,2289
328,1961-09-09 20:02:00,Nike-Zeus,United States,,Point Mugu,United States,US Army,United States,,,US Army,Suborbital,Missile test,9 September,Launch failure,1961,4,2290
332,1961-09-10 05:50:00,R-12 Dvina,Soviet Union,,Novaya Zemlya,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Nuclear test,10 September,Successful,1961,4,2291
336,1961-09-10 00:00:00,R-16,Soviet Union,,Baikonur Site 41/4,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,10 September,Successful,1961,4,2292
340,1961-09-10 00:00:00,R-9 Desna,Soviet Union,,Baikonur Site 51,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,10 September,Launch failure,1961,4,2293
343,1961-09-11 00:00:00,R-12 Dvina,Soviet Union,,Kapustin Yar,Soviet Union,MVS,Soviet Union,,,MVS,Suborbital,Missile test,11 September,Successful,1961,4,2294
347,1961-09-12 05:00:00,R-12 Dvina,Soviet Union,,Novaya Zemlya,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Nuclear test,12 September,Successful,1961,4,2295
351,1961-09-13 09:32:00,Javelin,United States,,Wallops Island,United States,NASA,United States,,,GCA,Suborbital,Aeronomy,13 September,Successful,1961,4,2296
355,1961-09-13 23:53:00,Javelin,United States,,Wallops Island,United States,NASA,United States,,,GCA,Suborbital,Aeronomy,13 September,Successful,1961,4,2297
359,1961-09-13 00:00:00,MGM-31 Pershing I,United States,,Cape Canaveral LC-30A,United States,US Army,United States,,,US Army,Suborbital,Missile test,13 September,Successful,1961,4,2298
363,1961-09-13 00:00:00,R-12 Dvina,Soviet Union,,Kapustin Yar,Soviet Union,MVS,Soviet Union,,,MVS,Suborbital,Missile test,13 September,Successful,1961,4,2299
367,1961-09-13 00:00:00,R-16,Soviet Union,,Baikonur Site 41/4,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,13 September,Successful,1961,4,2300
371,1961-09-14 04:45:00,R-13,Soviet Union,,"Project 611 Submarine, Kola Peninsula",Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Nuclear test,14 September,Successful,1961,4,2301
375,1961-09-16 04:00:00,R-13,Soviet Union,,"Project 611 Submarine, Kola Peninsula",Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Nuclear test,16 September,Successful,1961,4,2302
379,1961-09-16 10:02:00,Nike-Asp,United States,,Wallops Island,United States,NASA,United States,,,GCA,Suborbital,Aeronomy,16 September,Launch failure,1961,4,2303
383,1961-09-16 21:39:00,Nike-Asp,United States,,Wallops Island,United States,NASA,United States,,,GCA,Suborbital,Aeronomy,16 September,Successful,1961,4,2304
387,1961-09-16 23:55:00,Nike-Cajun,United States,,Wallops Island,United States,NASA,United States,,,NASA,Suborbital,Aeronomy,16 September,Launch failure,1961,4,2305
391,1961-09-17 04:47:00,Trailblazer 1,United States,,Wallops Island,United States,NASA,United States,,,NASA,Suborbital,REV Test,17 September,Successful,1961,4,2306
395,1961-09-17 10:03:00,Nike-Asp,United States,,Wallops Island,United States,NASA,United States,,,GCA,Suborbital,Aeronomy,17 September,Successful,1961,4,2307
399,1961-09-17 00:00:00,R-16,Soviet Union,,Baikonur Site 41/4,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,17 September,Successful,1961,4,2308
403,1961-09-18 12:15:00,Skylark-2C,United Kingdom,,Woomera LA-2,Australia,NASA,United States,,,NASA,Suborbital,UV Astronomy,18 September,Successful,1961,4,2309
407,1961-09-19 00:00:00,R-9 Desna,Soviet Union,,Baikonur Site 51,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,19 September,Launch failure,1961,4,2310
410,1961-09-21 00:00:00,R-7A Semyorka,Soviet Union,,Baikonur Site 31/6,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,21 September,Successful,1961,4,2311
414,1961-09-22 00:00:00,R-16,Soviet Union,,Baikonur Site 41/4,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,22 September,Launch failure,1961,4,2312
417,1961-09-23 20:36:00,HGM-25A Titan I,United States,,Vandenberg LC-395A-1,United States,US Air Force,United States,,,US Air Force,Suborbital,Missile test,23 September,Successful,1961,4,2313
421,1961-09-26 21:56:00,Nike-Cajun,United States,,Wallops Island,United States,US Air Force,United States,,,BRL,Suborbital,Aeronomy,26 September,Successful,1961,4,2314
425,1961-09-26 00:00:00,MGM-31 Pershing I,United States,,Cape Canaveral LC-30A,United States,US Army,United States,,,US Army,Suborbital,Missile test,26 September,Successful,1961,4,2315
429,1961-09-26 00:00:00,R-12 Dvina,Soviet Union,,Kapustin Yar,Soviet Union,MVS,Soviet Union,,,MVS,Suborbital,Missile test,26 September,Successful,1961,4,2316
433,1961-09-26 00:00:00,R-9 Desna,Soviet Union,,Baikonur Site 51,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,26 September,Successful,1961,4,2317
437,1961-09-27 00:25:00,Skylark-2,United Kingdom,,Woomera LA-2,Australia,RAE,United Kingdom,,,UCL,Suborbital,Ionospheric Solar,27 September,Successful,1961,4,2318
441,1961-09-29 01:52:00,HGM-25A Titan I,United States,,Cape Canaveral LC-20,United States,US Air Force,United States,,,US Air Force,Suborbital,Missile test,29 September,Successful,1961,4,2319
445,1961-09-29 14:00:00,UGM-27 Polaris A1,United States,,Cape Canaveral LC-25A,United States,US Navy,United States,,,US Navy,Suborbital,Missile test,29 September,Successful,1961,4,2320
449,1961-09-30 14:30:00,Aerobee-150 (Hi),United States,,Wallops Island,United States,NASA,United States,,,NASA,Suborbital,Solar,30 September,Successful,1961,4,2321
453,1961-09-30 00:00:00,R-12 Dvina,Soviet Union,,Kapustin Yar,Soviet Union,MVS,Soviet Union,,,MVS,Suborbital,Missile test,30 September,Successful,1961,4,2322
457,1961-09-01 00:00:00,R-12 Dvina,Soviet Union,,Kapustin Yar,Soviet Union,MVS,Soviet Union,,,MVS,Suborbital,Missile test,September,Successful,1961,4,2323
461,1961-09-01 00:00:00,R-14 Usovaya,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,September,Successful,1961,4,2324
465,1961-09-01 00:00:00,R-14 Usovaya,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,September,Successful,1961,4,2325
469,1961-09-01 00:00:00,R-17 Elbrus,Soviet Union,,Kapustin Yar,Soviet Union,MVS,Soviet Union,,,MVS,Suborbital,Missile test,September,Successful,1961,4,2326
473,1961-07-01 00:00:00,Nike-Zeus,United States,,White Sands LC-38,United States,US Army,United States,,,US Army,Suborbital,Missile test,3rd Quarter,Successful,1961,4,2327
477,1961-07-01 00:00:00,Nike-Zeus,United States,,White Sands LC-38,United States,US Army,United States,,,US Army,Suborbital,Missile test,3rd Quarter,Successful,1961,4,2328
482,1961-10-02 18:23:00,SM-65E Atlas,United States,,Cape Canaveral LC-11,United States,US Air Force,United States,,,US Air Force,Suborbital,Missile test,2 October,Successful,1961,4,2329
486,1961-10-04 11:19:00,Skylark-2C,United Kingdom,,Woomera LA-2,Australia,NASA,United States,,,NASA,Suborbital,UV Astronomy,4 October,Successful,1961,4,2330
490,1961-10-04 14:22:00,UGM-27 Polaris A2,United States,,"USNS Observation Island, ETR",United States,US Navy,United States,,,US Navy,Suborbital,Missile test,4 October,Successful,1961,4,2331
494,1961-10-04 00:00:00,R-5A Pobeda,Soviet Union,,Chelkar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Target,4 October,Successful,1961,4,2332
498,1961-10-05 13:42:00,SM-65E Atlas,United States,,Cape Canaveral LC-13,United States,US Air Force,United States,,,US Air Force,Suborbital,Missile test,5 October,Successful,1961,4,2333
502,1961-10-05 19:10:00,Hi-Hoe,United States,,"F4H Phantom II, Point Arguello",United States,NOTS,United States,,,NOTS/NRL,Suborbital,Aeronomy,5 October,Launch failure,1961,4,2334
506,1961-10-05 00:00:00,Daniel,France,,CERES,France,ONERA,France,,,ONERA,Suborbital,Aeronomy,5 October,Successful,1961,4,2335
510,1961-10-06 00:00:00,R-5M Pobeda,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Nuclear test,6 October,Successful,1961,4,2336
514,1961-10-06 00:00:00,R-9 Desna,Soviet Union,,Baikonur Site 51,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,6 October,Successful,1961,4,2337
518,1961-10-07 01:30:00,HGM-25A Titan I,United States,,Cape Canaveral LC-19,United States,US Air Force,United States,,,US Air Force,Suborbital,Missile test,7 October,Successful,1961,4,2338
522,1961-10-07 20:03:00,Nike-Zeus,United States,,Point Mugu,United States,US Army,United States,,,US Army,Suborbital,Missile test,7 October,Launch failure,1961,4,2339
526,1961-10-08 00:00:00,R-9 Desna,Soviet Union,,Baikonur Site 51,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,8 October,Launch failure,1961,4,2340
529,1961-10-09 00:00:00,Daniel,France,,CERES,France,ONERA,France,,,ONERA,Suborbital,Aeronomy,9 October,Successful,1961,4,2341
533,1961-10-09 00:00:00,R-16U,Soviet Union,,Baikonur Site 41/4,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,9 October,Successful,1961,4,2342
537,1961-10-10 17:40:00,Javelin,United States,,Wallops Island,United States,NASA,United States,,,NASA,Suborbital,Aeronomy,10 October,Successful,1961,4,2343
541,1961-10-10 00:00:00,MGM-31 Pershing I,United States,,Cape Canaveral LC-30A,United States,US Army,United States,,,US Army,Suborbital,Missile test,10 October,Successful,1961,4,2344
545,1961-10-11 00:00:00,R-16U,Soviet Union,,Baikonur Site 41/4,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,11 October,Launch failure,1961,4,2345
548,1961-10-12 13:21:00,Aerobee-150 (Hi),United States,,White Sands LC-35,United States,US Air Force,United States,,,US Air Force,Suborbital,Aeronomy,12 October,Successful,1961,4,2346
552,1961-10-12 00:00:00,R-9 Desna,Soviet Union,,Baikonur Site 51,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,12 October,Successful,1961,4,2347
556,1961-10-14 04:26:00,Javelin,United States,,Wallops Island,United States,NASA,United States,,,NASA,Suborbital,Ionospheric,14 October,Successful,1961,4,2348
560,1961-10-14 00:00:00,Aerobee-150 (Hi),United States,,White Sands LC-35,United States,US Air Force,United States,,,ASE,Suborbital,XR astronomy,14 October,Successful,1961,4,2349
564,1961-10-15 00:00:00,R-16U,Soviet Union,,Baikonur Site 41,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,15 October,Successful,1961,4,2350
568,1961-10-16 14:54:00,UGM-27 Polaris A1,United States,,"USS Ethan Allen, ETR",United States,US Navy,United States,,,US Navy,Suborbital,Missile test,16 October,Successful,1961,4,2351
572,1961-10-18 13:25:00,Aerobee-150A,United States,,Wallops Island,United States,NASA,United States,,,NASA,Suborbital,Technology,18 October,Successful,1961,4,2352
576,1961-10-19 17:38:00,Scout X-1,United States,,Wallops Island LA-3,United States,NASA,United States,,,NASA,Suborbital,Plasma research Aeronomy,19 October,Successful,1961,4,2353
580,1961-10-19 00:00:00,R-14 Usovaya,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,19 October,Successful,1961,4,2354
584,1961-10-20 00:00:00,R-13,Soviet Union,,"Project 611 Submarine, Kola Peninsula",Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Nuclear test,20 October,Successful,1961,4,2355
588,1961-10-21 00:00:00,R-5A Pobeda,Soviet Union,,Kapustin Yar,Soviet Union,AN,Soviet Union,,,AN,Suborbital,Aeronomy,21 October,Successful,1961,4,2356
592,1961-10-21 00:00:00,R-5A Pobeda,Soviet Union,,Kapustin Yar,Soviet Union,AN,Soviet Union,,,AN,Suborbital,Aeronomy,21 October,Successful,1961,4,2357
596,1961-10-22 00:00:00,R-16U,Soviet Union,,Baikonur Site 41,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,22 October,Successful,1961,4,2358
600,1961-10-22 00:00:00,R-5 Pobeda,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Target,22 October,Successful,1961,4,2359
604,1961-10-23 16:38:40,UGM-27 Polaris A2,United States,,"USS Ethan Allen, ETR",United States,US Navy,United States,,,US Navy,Suborbital,Missile test,23 October,Successful,1961,4,2360
608,1961-10-23 00:00:00,R-5A Pobeda,Soviet Union,,Chelkar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Target,23 October,Successful,1961,4,2361
612,1961-10-23 00:00:00,R-14 Usovaya,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,23 October,Launch failure,1961,4,2362
615,1961-10-24 00:23:00,Skylark-2,United Kingdom,,Woomera LA-2,Australia,RAE,United Kingdom,,,UCL,Suborbital,Aeronomy Solar Meteorite research,24 October,Successful,1961,4,2363
619,1961-10-24 03:59:00,Kappa-8,Japan,,Akita,Japan,ISAS,Japan,,,ISAS,Suborbital,Ionospheric,24 October,Successful,1961,4,2364
623,1961-10-24 23:28:00,HGM-25A Titan I,United States,,Cape Canaveral LC-20,United States,US Air Force,United States,,,US Air Force,Suborbital,Missile test,24 October,Successful,1961,4,2365
627,1961-10-24 00:00:00,R-5 Pobeda,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Target,24 October,Successful,1961,4,2366
631,1961-10-25 06:59:00,Aerobee-150 (Hi),United States,,White Sands LC-35,United States,US Air Force,United States,,,ASE,Suborbital,XR astronomy,25 October,Successful,1961,4,2367
635,1961-10-25 00:00:00,R-5 Pobeda,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Target,25 October,Launch failure,1961,4,2368
639,1961-10-26 00:00:00,R-5 Pobeda,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Target,26 October,Launch failure,1961,4,2369
643,1961-10-26 00:00:00,R-9 Desna,Soviet Union,,Baikonur Site 51,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,26 October,Launch failure,1961,4,2370
646,1961-10-27 09:35:00,Nike-Cajun,United States,,Wallops Island,United States,NASA,United States,,,GCA,Suborbital,Ionospheric,27 October,Successful,1961,4,2371
650,1961-10-27 15:06:04,Saturn C-1 (Saturn I),United States,,Cape Canaveral LC-34,United States,NASA,United States,SA-1,United States,NASA,Suborbital,Test flight,27 October,Successful,1961,4,2372
654,1961-10-27 00:00:00,R-5M Pobeda,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Nuclear test,27 October,Successful,1961,4,2373
658,1961-10-27 00:00:00,R-5M Pobeda,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Nuclear test,27 October,Successful,1961,4,2374
662,1961-10-28 00:00:00,R-16U,Soviet Union,,Baikonur Site 41,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,28 October,Successful,1961,4,2375
666,1961-10-28 00:00:00,R-5 Pobeda,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Target,28 October,Successful,1961,4,2376
670,1961-10-29 00:00:00,R-16,Soviet Union,,Baikonur Site 41,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,29 October,Successful,1961,4,2377
674,1961-10-30 11:13:00,Kappa-8,Japan,,Akita,Japan,ISAS,Japan,,,ISAS,Suborbital,Ionospheric,30 October,Successful,1961,4,2378
678,1961-10-31 00:00:00,R-12 Dvina,Soviet Union,,Kapustin Yar,Soviet Union,MVS,Soviet Union,,,MVS,Suborbital,Missile test,31 October,Successful,1961,4,2379
682,1961-10-31 00:00:00,R-14 Usovaya,Soviet Union,,Kapustin Yar,Soviet Union,RVSN,Soviet Union,,,RVSN,Suborbital,Missile test,31 October,Successful,1961,4,2380
686,1961-10-01 00:00:00,R-12 Dvina,Soviet Union,,Kapustin Yar,Soviet Union,MVS,Soviet Union,,,MVS,Suborbital,Missile test,October,Successful,1961,4,2381
690,1961-10-01 00:00:00,R-12 Dvina,Soviet Union,,Kapustin Yar,Soviet Union,MVS,Soviet Union,,,MVS,Suborbital,Missile test,October,Successful,1961,4,2382
694,1961-10-01 00:00:00,R-12 Dvina,Soviet Union,,Kapustin Yar,Soviet Union,MVS,Soviet Union,,,MVS,Suborbital,Missile test,October,Successful,1961,4,2383
698,1961-10-01 00:00:00,R-12 Dvina,Soviet Union,,Kapustin Yar,Soviet Union,MVS,Soviet Union,,,MVS,Suborbital,Missile test,October,Successful,1961,4,2384
702,1961-10-01 00:00:00,R-12 Dvina,Soviet Union,,Kapustin Yar,Soviet Union,MVS,Soviet Union,,,MVS,Suborbital,Missile test,October,Successful,1961,4,2385
706,1961-10-01 00:00:00,R-12 Dvina,Soviet Union,,Kapustin Yar,Soviet Union,MVS,Soviet Union,,,MVS,Suborbital,Missile test,October,Successful,1961,4,2386
710,1961-10-01 00:00:00,R-12 Dvina,Soviet Union,,Kapustin Yar,Soviet Union,MVS,Soviet Union,,,MVS,Suborbital,Missile test,October,Successful,1961,4,2387
714,1961-10-01 00:00:00,R-12 Dvina,Soviet Union,,Kapustin Yar,Soviet Union,MVS,Soviet Union,,,MVS,Suborbital,Missile test,October,Successful,1961,4,2388
718,1961-10-01 00:00:00,R-12 Dvina,Soviet Union,,Kapustin Yar,Soviet Union,MVS,Soviet Union,,,MVS,Suborbital,Missile test,October,Successful,1961,4,2389
722,1961-10-01 00:00:00,R-12 Dvina,Soviet Union,,Kapustin Yar,Soviet Union,MVS,Soviet Union,,,MVS,Suborbital,Missile test,October,Successful,1961,4,2390
726,1961-10-01 00:00:00,R-12 Dvina,Soviet Union,,Kapustin Yar,Soviet Union,MVS,Soviet Union,,,MVS,Suborbital,Missile test,October,Successful,1961,4,2391
731,1961-11-01 03:00:00,Aerobee-150 (Hi),United States,,White Sands LC-35,United States,NRL,United States,,,NRL,Suborbital,Aeronomy,1 November,Successful,1961,4,2392
735,1961-11-01 17:56:00,Skylark-2C,United Kingdom,,Woomera LA-2,Australia,NASA,United States,,,NASA,Suborbital,UV Astronomy,1 November,Successful,1961,4,2393
739,1961-11-02 00:00:00,MGM-31 Pershing I,United States,,Cape Canaveral LC-30A,United States,US Army,United States,,,US Army,Suborbital,Missile test,2 November,Successful,1961,4,2394
743,1961-11-03 14:01:32,UGM-27 Polaris A1,United States,,"USS Ethan Allen, ETR",United States,US Navy,United States,,,US Navy,Suborbital,Missile test,3 November,Successful,1961,4,2395
747,1961-11-03 15:30:00,UGM-27 Polaris A1,United States,,"USS Ethan Allen, ETR",United States,US Navy,United States,,,US Navy,Suborbital,Missile test,3 November,Successful,1961,4,2396
751,1961-11-03 17:00:00,UGM-27 Polaris A1,United States,,"USS Ethan Allen, ETR",United States,US Navy,United States,,,US Navy,Suborbital,Missile test,3 November,Successful,1961,4,2397
755,1961-11-08 09:00:00,Skylark-2,United Kingdom,,Woomera LA-2,Australia,RAE,United Kingdom,,,UCL,Suborbital,Aeronomy Ionospheric,8 November,Successful,1961,4,2398
759,1961-11-08 16:10:00,UGM-27 Polaris A2,United States,,"USS Ethan Allen, ETR",United States,US Navy,United States,,,US Navy,Suborbital,Missile test,8 November,Successful,1961,4,2399
763,1961-11-09 00:00:00,UGM-27 Polaris A2,United States,,Cape Canaveral LC-29A,United States,US Navy,United States,,,US Navy,Suborbital,Missile test,9 November,Successful,1961,4,2400
767,1961-11-10 14:55:00,SM-65E Atlas,United States,,Cape Canaveral LC-13,United States,US Air Force,United States,,,US Air Force,Suborbital,Cosmic ray research Biological,10 November,Launch failure,1961,4,2401
771,1961-11-15 13:00:00,R-5 Pobeda,Soviet Union,,Kapustin Yar,Soviet Union,AN,Soviet Union,,,AN,Suborbital,Aeronomy Ionospheric,15 November,Successful,1961,4,2402
775,1961-11-15 13:42:00,Journeyman,United States,,Point Arguello LC-A,United States,NASA,United States,,,NASA,Suborbital,Biological,15 November,Successful,1961,4,2403
779,1961-11-15 00:00:00,Asp-Apache,United States,,Kwajalein,United States,,,,,NMSU,Suborbital,Aeronomy,15 November,Successful,1961,4,2404
783,1961-11-15 00:00:00,MGM-31 Pershing I,United States,,Cape Canaveral LC-30A,United States,US Army,United States,,,US Army,Suborbital,Missile test,15 November,Successful,1961,4,2405
