index,launch_datetime,rocket,rocket_state,flight_number,launch_site,launch_site_state,lsp,lsp_state,payload,payload_state,payload_perator,payload_orbit,payload_function,payload_decay,payload_outcome,year,table_n,flight_n
9,1968-06-05 00:00:00,Titan IIIB Agena-D,United States,,Vandenberg SLC-4W,United States,,,OPS 5138 KH-8 4314,United States,,Low Earth,Reconnaissance,In orbit,Successful,1968,6,6011
12,1968-06-11 00:00:00,Kosmos 2,Soviet Union,,Kapustin Yar,Soviet Union,,,Kosmos 225 (DS-U1-Ya #2),Soviet Union,,Low Earth Orbit,Reconnaissance,In orbit,Successful,1968,6,6012
15,1968-06-12 00:00:00,Vostok-2M,Soviet Union,,"Site 41/1, Plesetsk",Soviet Union,,,Kosmos 226 (Meteor-1 #10),Soviet Union,,Low Earth Orbit,Meteorology,In orbit,Successful,1968,6,6013
18,1968-06-13 14:03:00,Titan IIIC,United States,,"LC-41, Cape Canaveral Air Force Station",United States,USAF,United States,OPS 9341 IDCSP 20,United States,USAF,Sub-GSO,Part of the Initial Defense Communications Satellite Program,In orbit,Success,1968,6,6014
18,1968-06-13 14:03:00,Titan IIIC,United States,,"LC-41, Cape Canaveral Air Force Station",United States,USAF,United States,OPS 9342 IDCSP 21,United States,USAF,Sub-GSO,Part of the Initial Defense Communications Satellite Program,In orbit,Success,1968,6,6014
18,1968-06-13 14:03:00,Titan IIIC,United States,,"LC-41, Cape Canaveral Air Force Station",United States,USAF,United States,OPS 9343 IDCSP 22,United States,USAF,Sub-GSO,Part of the Initial Defense Communications Satellite Program,In orbit,Success,1968,6,6014
18,1968-06-13 14:03:00,Titan IIIC,United States,,"LC-41, Cape Canaveral Air Force Station",United States,USAF,United States,OPS 9344 IDCSP 23,United States,USAF,Sub-GSO,Part of the Initial Defense Communications Satellite Program,In orbit,Success,1968,6,6014
18,1968-06-13 14:03:00,Titan IIIC,United States,,"LC-41, Cape Canaveral Air Force Station",United States,USAF,United States,OPS 9345 IDCSP 24,United States,USAF,Sub-GSO,Part of the Initial Defense Communications Satellite Program,In orbit,Success,1968,6,6014
18,1968-06-13 14:03:00,Titan IIIC,United States,,"LC-41, Cape Canaveral Air Force Station",United States,USAF,United States,OPS 9346 IDCSP 25,United States,USAF,Sub-GSO,Part of the Initial Defense Communications Satellite Program,In orbit,Success,1968,6,6014
18,1968-06-13 14:03:00,Titan IIIC,United States,,"LC-41, Cape Canaveral Air Force Station",United States,USAF,United States,OPS 9347 IDCSP 26,United States,USAF,Sub-GSO,Part of the Initial Defense Communications Satellite Program,In orbit,Success,1968,6,6014
18,1968-06-13 14:03:00,Titan IIIC,United States,,"LC-41, Cape Canaveral Air Force Station",United States,USAF,United States,OPS 9348 IDCSP 27,United States,USAF,Sub-GSO,Part of the Initial Defense Communications Satellite Program,In orbit,Success,1968,6,6014
28,1968-06-15 00:00:00,Kosmos 3,Soviet Union,,Plesetsk Site 41/15,Soviet Union,,,(Strela-2 #4),Soviet Union,,Low Earth Orbit,Reconnaissance,In orbit,Failure,1968,6,6015
31,1968-06-18 00:00:00,Voskhod,Soviet Union,,"Site 31/6, Baikonur",Soviet Union,,,Kosmos 227 (Zenit-4 #42),Soviet Union,GRU,Low Earth Orbit,Reconnaissance,In orbit,Successful,1968,6,6016
34,1968-06-20 00:00:00,Thorad-SLV2G Agena-D,United States,,Vandenberg SLC-1E,United States,,,OPS 5343 KH-4A 1047,United States,,Low Earth,Reconnaissance,In orbit,Successful,1968,6,6017
34,1968-06-20 00:00:00,Thorad-SLV2G Agena-D,United States,,Vandenberg SLC-1E,United States,,,OPS 5259 Tripos 3/Sousea 2,United States,USAF,Low Earth,ELINT,In orbit,Successful,1968,6,6017
38,1968-06-21 00:00:00,Voskhod,Soviet Union,,"Site 31/6, Baikonur",Soviet Union,,,"Kosmos 228 (Zenit-2M #2,Gektor #2&Nauka-1KS 2L)",Soviet Union,GRU,Low Earth Orbit,Reconnaissance,In orbit,Successful,1968,6,6018
41,1968-06-26 00:00:00,Voskhod,Soviet Union,,"Site 41/1, Plesetsk",Soviet Union,,,Kosmos 229 (Zenit-4 #43),Soviet Union,GRU,Low Earth Orbit,Reconnaissance,In orbit,Successful,1968,6,6019
0,1968-07-04 00:00:00,Delta J,United States,,Vandenberg SLC-2E,United States,,,Explorer 38 (RAE A),United States,NASA,Low Earth,Research,In orbit,Successful,1968,7,6020
3,1968-07-05 00:00:00,Kosmos 2,Soviet Union,,Kapustin Yar,Soviet Union,,,Kosmos 230 (DS-U3-S #2),Soviet Union,,Low Earth Orbit,Reconnaissance,In orbit,Successful,1968,7,6021
6,1968-07-05 00:00:00,Molniya-M / Blok ML,Soviet Union,,"Site 1/5, Baikonur",Soviet Union,,,Molniya-1 09,Soviet Union,,Molniya,Communications,In orbit,Successful,1968,7,6022
9,1968-07-10 00:00:00,Voskhod,Soviet Union,,"Site 31/6, Baikonur",Soviet Union,,,Kosmos 231 (Zenit-2 #63),Soviet Union,GRU,Low Earth Orbit,Reconnaissance,In orbit,Successful,1968,7,6023
12,1968-07-11 00:00:00,Atlas F,United States,,Vandenberg,United States,,,OV1 15 (SPADES),United States,USAF,Low Earth,Technology Demonstration,In orbit,Successful,1968,7,6024
12,1968-07-11 00:00:00,Atlas F,United States,,Vandenberg,United States,,,OV1 16 (LOADS 1),United States,USAF,Low Earth,Technology Demonstration,In orbit,Successful,1968,7,6024
16,1968-07-16 00:00:00,Voskhod,Soviet Union,,"Site 41/1, Plesetsk",Soviet Union,,,Kosmos 232 (Zenit-4 #44),Soviet Union,GRU,Low Earth Orbit,Reconnaissance,In orbit,Successful,1968,7,6025
19,1968-07-18 00:00:00,Kosmos 2,Soviet Union,,Plesetsk Site 133/1,Soviet Union,,,Kosmos 233 (DS-P1-Yu #15),Soviet Union,,Low Earth Orbit,Reconnaissance,In orbit,Successful,1968,7,6026
22,1968-07-30 00:00:00,Voskhod,Soviet Union,,"Site 31/6, Baikonur",Soviet Union,,,Kosmos 234 (Zenit-4 #45),Soviet Union,GRU,Low Earth Orbit,Reconnaissance,In orbit,Successful,1968,7,6027
0,1968-08-06 00:00:00,Atlas-SLV3 Agena-D,United States,,Cape Canaveral LC-13,United States,,,OPS 2222 Canyon 1,United States,USAF,Low Earth,SIGNIT,In orbit,Successful,1968,8,6028
3,1968-08-06 00:00:00,Titan IIIB Agena-D,United States,,Vandenberg SLC-4W,United States,,,OPS 5187 KH-8 4315,United States,USAF,Low Earth,Reconnaissance,In orbit,Successful,1968,8,6029
6,1968-08-07 00:00:00,Thorad-SLV2G Agena-D,United States,,Vandenberg SLC-3W,United States,,,OPS 5955 KH-4B 1104,United States,,Low Earth,Reconnaissance,In orbit,Successful,1968,8,6030
9,1968-08-08 00:00:00,Scout B,United States,,Vandenberg SLC-5,United States,,,Explorer 39 (AD C),United States,NASA,Low Earth,Research,In orbit,Successful,1968,8,6031
9,1968-08-08 00:00:00,Scout B,United States,,Vandenberg SLC-5,United States,,,Explorer 40 (Injun 5),United States,NASA,Low Earth,Research,In orbit,Successful,1968,8,6031
13,1968-08-09 00:00:00,Voskhod,Soviet Union,,"Site 31/6, Baikonur",Soviet Union,,,Kosmos 235 (Zenit-2 #64),Soviet Union,GRU,Low Earth Orbit,Reconnaissance,In orbit,Successful,1968,8,6032
16,1968-08-10 00:00:00,Atlas-SLV3 Centaur-D,United States,,Cape Canaveral SLC-36A,United States,,,ATS 4,United States,NASA,Geosynchronous,Communications/Meteorology,In orbit,Failure,1968,8,6033
19,1968-08-16 00:00:00,Delta N,United States,,Vandenberg SLC-2E,United States,,,ESSA 7,United States,,Low Earth,Reconnaissance,In orbit,Successful,1968,8,6034
22,1968-08-16 00:00:00,Atlas-SLV3 Burner-2,United States,,Vandenberg SLC-3E,United States,,,Orbiscal 1,United States,USAF,Low Earth,Technology Demonstration,In orbit,Failure,1968,8,6035
22,1968-08-16 00:00:00,Atlas-SLV3 Burner-2,United States,,Vandenberg SLC-3E,United States,,,OV5 8 (ERS 19),United States,USAF,Low Earth,Technology Demonstration,In orbit,Failure,1968,8,6035
22,1968-08-16 00:00:00,Atlas-SLV3 Burner-2,United States,,Vandenberg SLC-3E,United States,,,Gridsphere 1,United States,USAF,Low Earth,Technology Demonstration,In orbit,Failure,1968,8,6035
22,1968-08-16 00:00:00,Atlas-SLV3 Burner-2,United States,,Vandenberg SLC-3E,United States,,,Gridsphere 2,United States,USAF,Low Earth,Technology Demonstration,In orbit,Failure,1968,8,6035
22,1968-08-16 00:00:00,Atlas-SLV3 Burner-2,United States,,Vandenberg SLC-3E,United States,,,MylarBalloon,United States,USAF,Low Earth,Technology Demonstration,In orbit,Failure,1968,8,6035
22,1968-08-16 00:00:00,Atlas-SLV3 Burner-2,United States,,Vandenberg SLC-3E,United States,,,Rigidsphere,United States,USAF,Low Earth,Technology Demonstration,In orbit,Failure,1968,8,6035
22,1968-08-16 00:00:00,Atlas-SLV3 Burner-2,United States,,Vandenberg SLC-3E,United States,,,LCS 3,United States,MIT Lincoln Laboratory,Low Earth,Calibration,In orbit,Failure,1968,8,6035
22,1968-08-16 00:00:00,Atlas-SLV3 Burner-2,United States,,Vandenberg SLC-3E,United States,,,LIDOS,United States,USAF,Low Earth,Geodesy,In orbit,Failure,1968,8,6035
22,1968-08-16 00:00:00,Atlas-SLV3 Burner-2,United States,,Vandenberg SLC-3E,United States,,,SECOR 11,United States,US Army,Low Earth,Geodesy,In orbit,Failure,1968,8,6035
22,1968-08-16 00:00:00,Atlas-SLV3 Burner-2,United States,,Vandenberg SLC-3E,United States,,,SECOR 12,United States,US Army,Low Earth,Geodesy,In orbit,Failure,1968,8,6035
22,1968-08-16 00:00:00,Atlas-SLV3 Burner-2,United States,,Vandenberg SLC-3E,United States,,,Radcat,United States,,Low Earth,Calibration,In orbit,Failure,1968,8,6035
22,1968-08-16 00:00:00,Atlas-SLV3 Burner-2,United States,,Vandenberg SLC-3E,United States,,,RM 18 & UVR,United States,USAF,Low Earth,Technology Demonstration,In orbit,Failure,1968,8,6035
36,1968-08-27 00:00:00,Kosmos 3,Soviet Union,,Baikonur Site 41/15,Soviet Union,,,Kosmos 236 (Strela-2 #5),Soviet Union,,Low Earth Orbit,Military communications,In orbit,Successful,1968,8,6036
39,1968-08-27 00:00:00,Voskhod,Soviet Union,,"Site 41/1, Plesetsk",Soviet Union,,,Kosmos 237 (Zenit-4 #46),Soviet Union,GRU,Low Earth Orbit,Reconnaissance,In orbit,Successful,1968,8,6037
42,1968-08-28 00:00:00,Soyuz,Soviet Union,,"Site 31/6, Baikonur",Soviet Union,,,Kosmos 238 (Soyuz Test #7),Soviet Union,,Low Earth Orbit,,In orbit,Successful,1968,8,6038
0,1968-09-05 00:00:00,Voskhod,Soviet Union,,"Site 31/6, Baikonur",Soviet Union,,,Kosmos 239 (Zenit-4 #47),Soviet Union,GRU,Low Earth Orbit,Reconnaissance,In orbit,Successful,1968,9,6039
3,1968-09-10 00:00:00,Titan IIIB Agena-D,United States,,Vandenberg SLC-4W,United States,,,OPS 5247 KH-8 4316,United States,USAF,Low Earth,Reconnaissance,In orbit,Successful,1968,9,6040
6,1968-09-14 00:00:00,Voskhod,Soviet Union,,"Site 31/6, Baikonur",Soviet Union,,,Kosmos 240 (Zenit-2 #65),Soviet Union,GRU,Low Earth Orbit,Reconnaissance,In orbit,Successful,1968,9,6041
9,1968-09-14 00:00:00,Proton K / Blok D,Soviet Union,,"Pad 81/23, Baikonur",Soviet Union,MOM,,Zond 5 (L1 9),Soviet Union,MOM,Lunar Free-return,Prototype Soyuz 7K-L1P/Zond,In orbit,Successful,1968,9,6042
12,1968-09-16 00:00:00,Voskhod,Soviet Union,,"Site 41/1, Plesetsk",Soviet Union,,,Kosmos 241 (Zenit-4 #48),Soviet Union,GRU,Low Earth Orbit,Reconnaissance,In orbit,Successful,1968,9,6043
15,1968-09-18 00:00:00,Thorad-SLV2G Agena-D,United States,,Vandenberg SLC-1E,United States,,,OPS 0165 KH-4A 1048,United States,,Low Earth,Reconnaissance,In orbit,Successful,1968,9,6044
15,1968-09-18 00:00:00,Thorad-SLV2G Agena-D,United States,,Vandenberg SLC-1E,United States,,,OPS 8595 Vampan 1,United States,USAF,Low Earth,ELINT,In orbit,Successful,1968,9,6044
19,1968-09-19 00:00:00,Delta M,United States,,Cape Canaveral LC-17A,United States,,,Intelsat III F1,United States,Intelsat,Geosynchronous,Communications,In orbit,Failure,1968,9,6045
22,1968-09-20 00:00:00,Kosmos 2,Soviet Union,,Plesetsk Site 133/1,Soviet Union,,,Kosmos 242 (DS-P1-I #4),Soviet Union,,Low Earth Orbit,Reconnaissance,In orbit,Successful,1968,9,6046
25,1968-09-23 00:00:00,Voskhod,Soviet Union,,"Site 1/5, Baikonur",Soviet Union,,,"Kosmos 243 (Zenit-2M #3,Gektor #3 & Nauka-2KS 1L)",Soviet Union,,Low Earth Orbit,Reconnaissance,In orbit,Successful,1968,9,6047
28,1968-09-26 00:00:00,Titan IIIC,United States,,Cape Canaveral SLC-41,United States,,,LES 6,United States,USAF,,Technology Demonstration,In orbit,Successful,1968,9,6048
28,1968-09-26 00:00:00,Titan IIIC,United States,,Cape Canaveral SLC-41,United States,,,OV2 5,United States,USAF,,Technology Demonstration,In orbit,Successful,1968,9,6048
28,1968-09-26 00:00:00,Titan IIIC,United States,,Cape Canaveral SLC-41,United States,,,OV5 2 (ERS 21),United States,USAF,,Technology Demonstration,In orbit,Successful,1968,9,6048
28,1968-09-26 00:00:00,Titan IIIC,United States,,Cape Canaveral SLC-41,United States,,,OV5 4 (ERS 28),United States,USAF,,Technology Demonstration,In orbit,Successful,1968,9,6048
0,1968-10-02 00:00:00,R-36-0,Soviet Union,,"Site 161/35, Baikonur",Soviet Union,,,Kosmos 244 (OGCh #20),Soviet Union,,Low Earth Orbit,Weapon System Test,In orbit,Successful,1968,10,6049
3,1968-10-03 00:00:00,Kosmos 2,Soviet Union,,Plesetsk Site 133/1,Soviet Union,,,Kosmos 245 (DS-P1-Yu #16),Soviet Union,,Low Earth Orbit,Calibration,In orbit,Successful,1968,10,6050
6,1968-10-03 00:00:00,Scout-B,United States,,Vandenberg SLC-5,United States,,,ESRO 1A (Aurorae),European Union,ESRO,Low Earth,Technology Demonstration,In orbit,Successful,1968,10,6051
9,1968-10-05 00:00:00,Molniya-M / Blok ML,Soviet Union,,"Site 1/5, Baikonur",Soviet Union,,,Molniya-1 10,Soviet Union,,Molniya,Communications,In orbit,Successful,1968,10,6052
12,1968-10-05 00:00:00,Thorad-SLV2G Agena-D,United States,,Vandenberg SLC-1W,United States,,,OPS 0964 Strawman 1,United States,USAF,Low Earth,Reconnaissance,In orbit,Successful,1968,10,6053
15,1968-10-07 00:00:00,Voskhod,Soviet Union,,"Site 41/1, Plesetsk",Soviet Union,,,Kosmos 246 (Zenit-4 #49),Soviet Union,GRU,Low Earth Orbit,Reconnaissance,In orbit,Successful,1968,10,6054
18,1968-10-11 00:00:00,Voskhod,Soviet Union,,"Site 41/1, Plesetsk",Soviet Union,,,Kosmos 247 (Zenit-2 #66),Soviet Union,GRU,Low Earth Orbit,Reconnaissance,In orbit,Successful,1968,10,6055
21,1968-10-11 19:00:00,Saturn IB (C-1B),United States,,"LC-34, Cape Canaveral",United States,NASA,United States,Apollo 7,United States,NASA,LEO,Crewed orbital flight,22 October 1968 11:11:48,Successful,1968,10,6056
25,1968-10-19 00:00:00,Tsyklon-2A,Soviet Union,,"Site 90/19, Baikonur",Soviet Union,,,Kosmos 248 (I2M #2),Soviet Union,,Low Earth Orbit,,In orbit,Successful,1968,10,6057
28,1968-10-20 00:00:00,Tsyklon-2A,Soviet Union,,"Site 90/20, Baikonur",Soviet Union,,,Kosmos 249 (I2P #1),Soviet Union,,Low Earth Orbit,,In orbit,Successful,1968,10,6058
31,1968-10-23 00:00:00,Thor LV-2F Burner 2,United States,,Vandenberg SLC-10W,United States,,,OPS 4078 DSMP-4B F2,United States,,Low Earth (SSO),Meteorology,In orbit,Successful,1968,10,6059
34,1968-10-25 19:00:00,Soyuz (R-7/A-2),Soviet Union,,"LC-1/5, Baikonur",Soviet Union,RVSN,Soviet Union,Soyuz 2,Soviet Union,RVSN,LEO,Docking target for Soyuz 3,28 October 1968 07:21,Successful,1968,10,6060
38,1968-10-26 08:34:00,Soyuz (R-7/A-2),Soviet Union,,LC-31/6 Baikonur,Soviet Union,RVSN,Soviet Union,Soyuz 3,Soviet Union,RVSN,LEO,Crewed orbital flight,30 October 1968 07:25:03,Partial Failure,1968,10,6061
42,1968-10-30 00:00:00,Kosmos 3M,Soviet Union,,Plesetsk,Soviet Union,,,Kosmos 250 (Tselina-O #3),Soviet Union,,Low Earth Orbit,SIGNIT,In orbit,Successful,1968,10,6062
45,1968-10-31 00:00:00,Voskhod,Soviet Union,,"Site 1/5, Baikonur",Soviet Union,,,"Kosmos 251 (Zenit-4M #1,Rotor #1)",Soviet Union,GRU,Low Earth Orbit,Reconnaissance,In orbit,Successful,1968,10,6063
0,1968-11-01 00:00:00,Tsyklon-2A,Soviet Union,,"Site 90/20, Baikonur",Soviet Union,,,Kosmos 252 (I2P #2),Soviet Union,,Low Earth Orbit,,In orbit,Successful,1968,11,6064
3,1968-11-03 00:00:00,Thorad-SLV2G Agena-D,United States,,Vandenberg SLC-3W,United States,,,OPS 1315 KH-4B 1105,United States,,Low Earth,Reconnaissance,In orbit,Successful,1968,11,6065
6,1968-11-06 00:00:00,Titan IIIB Agena-D,United States,,Vandenberg SLC-4W,United States,,,OPS 5296 KH-8 4317,United States,USAF,Low Earth,Reconnaissance,In orbit,Successful,1968,11,6066
9,1968-11-08 00:00:00,Delta E1,United States,,Cape Canaveral SLC-17B,United States,,,Pioneer 9,United States,NASA,Heliocentric,Solar Orbiter,In orbit,Successful,1968,11,6067
9,1968-11-08 00:00:00,Delta E1,United States,,Cape Canaveral SLC-17B,United States,,,TTS 2,United States,NASA,Low Earth,Technology Demonstration,In orbit,Successful,1968,11,6067
13,1968-11-10 00:00:00,Proton K / Blok D,Soviet Union,,"Pad 81/23, Baikonur",Soviet Union,MOM,,Zond 6 (L1 12),Soviet Union,MOM,Lunar Free-return,Prototype Soyuz 7K-L1P/Zond,In orbit,Successful,1968,11,6068
16,1968-11-13 00:00:00,Voskhod,Soviet Union,,"Site 41/1, Plesetsk",Soviet Union,,,Kosmos 253 (Zenit-2 #67),Soviet Union,GRU,Low Earth Orbit,Reconnaissance,In orbit,Successful,1968,11,6069
19,1968-11-16 00:00:00,Proton K,Soviet Union,,"Pad 81/24, Baikonur",Soviet Union,MOM,,Proton 4,Soviet Union,MOM,Low Earth,Science,In orbit,Successful,1968,11,6070
22,1968-11-21 00:00:00,Voskhod,Soviet Union,,"Site 41/1, Plesetsk",Soviet Union,,,Kosmos 254 (Zenit-4 #50),Soviet Union,GRU,Low Earth Orbit,Reconnaissance,In orbit,Successful,1968,11,6071
25,1968-11-29 00:00:00,Voskhod,Soviet Union,,"Site 41/1, Plesetsk",Soviet Union,,,Kosmos 255 (Zenit-2 #68),Soviet Union,,Low Earth Orbit,Reconnaissance,In orbit,Successful,1968,11,6072
28,1968-11-29 00:00:00,Europa 1,France,,Woomera,Australia,,,STV 1,European Union,ELDO,Low Earth Orbit,Dummy Payload,In orbit,Failure,1968,11,6073
31,1968-11-30 00:00:00,Kosmos 3M,Soviet Union,,Plesetsk,Soviet Union,,,Kosmos 256 (Sfera #3),Soviet Union,,Low Earth Orbit,Geodesy,In orbit,Successful,1968,11,6074
0,1968-12-03 00:00:00,Kosmos 2,Soviet Union,,Plesetsk Site 133/1,Soviet Union,,,Kosmos 257 (DS-P1-Yu #17),Soviet Union,,Low Earth Orbit,Calibration,In orbit,Successful,1968,12,6075
3,1968-12-04 00:00:00,Titan IIIB Agena-D,United States,,Vandenberg SLC-4W,United States,,,OPS 6518 KH-8 4318,United States,USAF,Low Earth,Reconnaissance,In orbit,Failure,1968,12,6076
6,1968-12-05 00:00:00,Delta E1,United States,,Cape Canaveral LC-17B,United States,,,HEOS 1,European Union,ESRO,Low Earth,Research,In orbit,Successful,1968,12,6077
9,1968-12-07 00:00:00,Atlas-SLV3 Agena-D,United States,,Cape Canaveral LC-36B,United States,,,OAO 2,United States,,Low Earth,UV Astronomy,In orbit,Successful,1968,12,6078
12,1968-12-10 00:00:00,Voskhod,Soviet Union,,"Site 31/6, Baikonur",Soviet Union,,,Kosmos 258 (Zenit-2 #69),Soviet Union,,Low Earth Orbit,Reconnaissance,In orbit,Successful,1968,12,6079
15,1968-12-12 00:00:00,Thorad-SLV2G Agena-D,United States,,Vandenberg SLC-3W,United States,,,OPS 4740 KH-4A 1049,United States,CIA,Low Earth,Reconnaissance,In orbit,Successful,1968,12,6080
15,1968-12-12 00:00:00,Thorad-SLV2G Agena-D,United States,,Vandenberg SLC-3W,United States,,,OPS 7684 P-801 1,United States,USAF,Low Earth,ELINT,In orbit,Successful,1968,12,6080
19,1968-12-14 00:00:00,Kosmos 2,Soviet Union,,Kapustin Yar,Soviet Union,,,Kosmos 259 (DS-U2-I #3),Soviet Union,,Low Earth Orbit,Reconnaissance,In orbit,Successful,1968,12,6081
22,1968-12-15 00:00:00,Delta N,United States,,Vandenberg SLC-2E,United States,,,ESSA 8,United States,ESSA,SSO,Meteorology,In orbit,Successful,1968,12,6082
25,1968-12-16 00:00:00,Molniya-M / Blok ML,Soviet Union,,"Site 1/5, Baikonur",Soviet Union,,,Kosmos 260 (Molniya-1 Yu 15L),Soviet Union,,Molniya,Technology Demonstration,In orbit,Successful,1968,12,6083
28,1968-12-19 00:00:00,Delta M,United States,,Cape Canaveral LC-17A,United States,,,Intelsat III F2,United States,,Intelsat,Geosynchronous,In orbit,Successful,1968,12,6084
31,1968-12-19 00:00:00,Kosmos 2,Soviet Union,,Plesetsk Site 133/1,Soviet Union,,,Kosmos 261 (DS-U2-GK #1),Soviet Union,Yuzhnoye Design Bureau,Low Earth Orbit,Reconnaissance,In orbit,Successful,1968,12,6085
34,1968-12-21 12:51:00,Saturn V (C-5),United States,,"LC-39A, Kennedy",United States,NASA,United States,Apollo 8,United States,NASA,Selenocentric,Crewed lunar orbiter,27 December 1968 15:51:42,Successful,1968,12,6086
34,1968-12-21 12:51:00,Saturn V (C-5),United States,,"LC-39A, Kennedy",United States,NASA,United States,LTA B,United States,NASA,Selenocentric,Mass Model,In orbit,Successful,1968,12,6086
39,1968-12-26 00:00:00,Kosmos 2,Soviet Union,,Kapustin Yar,Soviet Union,,,Kosmos 262 (DS-U2-GF #1),Soviet Union,,Low Earth Orbit,Reconnaissance,In orbit,Successful,1968,12,6087
1,1969-01-05 06:28:00,Molniya-M / Blok VL,Soviet Union,,Baikonur Site 1/5,Soviet Union,,Soviet Union,Venera 5,Soviet Union,,Heliocentric,Venus lander,16 May 1969,Successful,1969,1,6088
5,1969-01-10 05:51:00,Molniya-M / Blok-VL,Soviet Union,,Baikonur Site 1/5,Soviet Union,,Soviet Union,Venera 6,Soviet Union,,Heliocentric,Venus lander,17 May 1969,Successful,1969,1,6089
9,1969-01-12 12:10:00,Voskhod,Soviet Union,,Plesetsk Site 41/1,Soviet Union,,Soviet Union,Kosmos 263 (Zenit-2),Soviet Union,,Low Earth,Optical imaging,20 January 1969,Successful,1969,1,6090
12,1969-01-14 07:30:00,Soyuz,Soviet Union,,Baikonur LC-31,Soviet Union,RVSN,Soviet Union,Soyuz 4,Soviet Union,RVSN,Low Earth,Crewed orbital flight,17 January 1969,Successful,1969,1,6091
16,1969-01-15 07:04:00,Soyuz,Soviet Union,,Baikonur LC-1/5,Soviet Union,RVSN,Soviet Union,Soyuz 5,Soviet Union,RVSN,Low Earth,Crewed orbital flight,18 January 1969,Successful,1969,1,6092
20,1969-01-20 04:14:00,Proton-K/D,Soviet Union,,Baikonur Site 81/23,Soviet Union,,Soviet Union,Soyuz 7K-L1 (Zond-1969A),Soviet Union,,Selenocentric,Test flight,20 January 1969,Failure,1969,1,6093
24,1969-01-22 16:48:00,Delta C1,United States,,Cape Canaveral SLC-17,United States,,United States,OSO 5,United States,NASA,Low Earth,Astronomy,2 April 1984,Successful,1969,1,6094
27,1969-01-22 19:10:00,Titan IIIB,United States,,Vandenberg SLC-4W,United States,,United States,OPS 7585 (GAMBIT-3 4319),United States,NRO,Low Earth,Optical imaging,3 February 1969,Partial failure,1969,1,6095
31,1969-01-23 09:15:00,Voskhod,Soviet Union,,Baikonur Site 1/5,Soviet Union,,Soviet Union,Kosmos 264 (Zenit-4M),Soviet Union,,Low Earth,Optical imaging,5 February 1969,Successful,1969,1,6096
34,1969-01-25 11:10:00,Tsyklon-2A,Soviet Union,,Baikonur Site 90/19,Soviet Union,,Soviet Union,Kosmos 265 (US-AO No.5),Soviet Union,,Low Earth,Naval surveillance,23 January 1969,Failure,1969,1,6097
37,1969-01-30 06:46:00,Delta E1,United States,,Vandenberg SLC-2E,United States,,United States,ISIS 1,Canada,CSA,Medium Earth,Science,In orbit,Successful,1969,1,6098
41,1969-02-01 12:11:00,Vostok-2M,Soviet Union,,Plesetsk Site 41/1,Soviet Union,,Soviet Union,Kosmos 265 (Meteor-1),Soviet Union,RVSN,Low Earth,Meteorology,1 February 1969,Failure,1969,1,6099
