id,mechanics
312512,Auction/Bidding
312512,Pick-up and Deliver
312618,Cooperative Game
312618,Set Collection
312618,Solo / Solitaire Game
312618,Closed Drafting
312722,Set Collection
312722,Race
312722,Dice Rolling
312726,Set Collection
312726,Real-Time
312748,Solo / Solitaire Game
312748,Hand Management
312767,Set Collection
312767,Auction/Bidding
312767,Commodity Speculation
312767,Hand Management
312767,Push Your Luck
312786,Real-Time
312786,Team-Based Game
312786,Communication Limits
312804,Simultaneous Action Selection
312804,Deck Construction
312804,Variable Player Powers
312804,Action Timer
312804,Real-Time
312804,Solo / Solitaire Game
312859,Cooperative Game
312859,Square Grid
312859,Team-Based Game
312859,Critical Hits and Failures
312959,Push Your Luck
312959,Hexagon Grid
312959,Modular Board
312959,Different Dice Movement
312959,Dice Rolling
312959,Grid Movement
313000,Open Drafting
313000,Set Collection
313008,Communication Limits
313008,Scenario / Mission / Campaign Game
313008,Roles with Asymmetric Information
313008,Cooperative Game
313010,Interrupts
313010,Alliances
313010,Prisoner's Dilemma
313010,Card Play Conflict Resolution
313010,Hand Management
313010,Negotiation
313065,Variable Player Powers
313065,Set Collection
313065,Rondel
313065,Hand Management
313065,Worker Placement
313073,Dice Rolling
313073,Ratio / Combat Results Table
313073,Scenario / Mission / Campaign Game
313073,Hexagon Grid
313073,Simulation
313073,Zone of Control
313093,Network and Route Building
313093,Pattern Building
313093,Prisoner's Dilemma
313093,Deduction
313093,Modular Board
313093,Area Majority / Influence
313100,Player Elimination
313100,Dice Rolling
313121,Take That
313121,Roll / Spin and Move
313129,Tile Placement
313129,Stock Holding
313129,Network and Route Building
313159,Events
313159,Dice Rolling
313159,Deck Construction
313159,Critical Hits and Failures
313159,Cooperative Game
313159,Die Icon Resolution
313261,Take That
313261,Betting and Bluffing
313261,Action Queue
313261,Hand Management
313262,Hidden Roles
313262,Hand Management
313262,Deduction
313262,Track Movement
313262,Trick-taking
313262,Team-Based Game
313269,Push Your Luck
313269,Open Drafting
313269,Cooperative Game
313269,"Deck, Bag, and Pool Building"
313269,Events
313269,Finale Ending
313274,Dice Rolling
313274,Paper-and-Pencil
313349,Grid Coverage
313349,Line Drawing
313349,Open Drafting
313349,Paper-and-Pencil
313349,Pattern Building
313349,Events
313439,Square Grid
313439,Betting and Bluffing
313442,Interrupts
313442,Memory
313442,Matching
313442,Action Points
313442,Hand Management
313442,Chaining
313473,Hand Management
313473,Matching
313531,Grid Coverage
313531,Line Drawing
313531,Set Collection
313531,Paper-and-Pencil
313531,Dice Rolling
313531,Push Your Luck
313536,Open Drafting
313537,Set Collection
313543,Set Collection
313543,Variable Player Powers
313695,Solo / Solitaire Game
313695,Open Drafting
313695,Trick-taking
313698,Open Drafting
313698,Market
313698,Re-rolling and Locking
313698,End Game Bonuses
313698,Dice Rolling
313698,Push Your Luck
313718,Set Collection
313718,Auction: Dexterity
313718,Auction: Sealed Bid
313730,Hand Management
313730,Move Through Deck
313730,Simultaneous Action Selection
313730,Pieces as Map
313730,Once-Per-Game Abilities
313730,Card Play Conflict Resolution
313802,Pattern Recognition
313807,Worker Placement
313807,Square Grid
313807,Grid Movement
313807,Tile Placement
313841,Take That
313841,Variable Player Powers
313841,Race
313841,Open Drafting
313841,Tile Placement
313889,Solo / Solitaire Game
313889,Dice Rolling
313919,Cooperative Game
313919,Map Addition
313919,Dice Rolling
313919,Variable Player Powers
313963,Tile Placement
313963,Network and Route Building
314009,Take That
314009,Action Points
314009,Legacy Game
314009,Pick-up and Deliver
314040,Hand Management
314040,Cooperative Game
314040,Action Points
314040,Legacy Game
314040,Point to Point Movement
314040,Scenario / Mission / Campaign Game
314088,Closed Drafting
314088,Cooperative Game
314088,Tile Placement
314088,Solo / Solitaire Game
314088,Layering
314243,Measurement Movement
314243,Scenario / Mission / Campaign Game
314243,Variable Player Powers
314397,Communication Limits
314397,Cooperative Game
314397,Team-Based Game
314413,Hand Management
314413,Set Collection
314421,Physical Removal
314421,Single Loser Game
314491,"Worker Placement, Different Worker Types"
314491,Solo / Solitaire Game
314491,Set Collection
314491,Open Drafting
314491,Layering
314491,Hand Management
314503,Layering
314503,Hand Management
314503,Pattern Building
314580,Dice Rolling
314580,Hand Management
314580,Solo / Solitaire Game
314582,Open Drafting
314582,Hand Management
314582,Pick-up and Deliver
314582,Network and Route Building
314582,Action Points
314582,Dice Rolling
314589,Modular Board
314589,Hidden Victory Points
314589,Solo / Solitaire Game
314589,Variable Player Powers
314589,Open Drafting
314589,Area Majority / Influence
314672,Campaign / Battle Card Driven
314672,Solo / Solitaire Game
314672,Point to Point Movement
314672,Hand Management
314672,Events
314672,Dice Rolling
314745,Tile Placement
314745,Hand Management
314745,Solo / Solitaire Game
314745,Narrative Choice / Paragraph
314745,Action Drafting
314745,Variable Player Powers
314971,Open Drafting
314971,Hand Management
314971,Push Your Luck
314971,Set Collection
314971,Score-and-Reset Game
314971,Kill Steal
315021,Layering
315021,Connections
315021,Tile Placement
315043,Deduction
315043,Hand Management
315059,Role Playing
315059,Paper-and-Pencil
315060,Point to Point Movement
315060,Take That
315060,Card Play Conflict Resolution
315060,Line of Sight
315060,Hand Management
315060,Action Points
315138,"Deck, Bag, and Pool Building"
315196,Player Elimination
315196,Modular Board
315196,Finale Ending
315196,Events
315196,Dice Rolling
315196,Cooperative Game
315221,Deck Construction
315610,Modular Board
315610,Cooperative Game
315610,Dice Rolling
315610,Scenario / Mission / Campaign Game
315610,Action Points
315610,Solo / Solitaire Game
315631,Grid Movement
315631,Three Dimensional Movement
315631,Square Grid
315631,Hand Management
315631,Turn Order: Role Order
315631,Race
315670,Dice Rolling
315670,Stacking and Balancing
315695,Deduction
315695,Hand Management
315695,Hidden Roles
315695,Action Points
315727,King of the Hill
315727,Action Retrieval
315727,Area Majority / Influence
315727,Dice Rolling
315727,Grid Movement
315727,Hand Management
315767,Line Drawing
315767,Paper-and-Pencil
315767,Simultaneous Action Selection
315767,Grid Coverage
315767,Solo / Solitaire Game
315767,Bingo
315881,Variable Player Powers
315881,Open Drafting
315881,Hand Management
315881,End Game Bonuses
315881,Contracts
315882,Pattern Recognition
315882,Real-Time
315882,Matching
315882,Speed Matching
315937,Solo / Solitaire Game
315937,Cooperative Game
315937,Dice Rolling
315943,Storytelling
315943,Solo / Solitaire Game
315943,Cooperative Game
315943,Role Playing
315943,Narrative Choice / Paragraph
316085,Hand Management
316085,Layering
316085,Memory
316085,Tile Placement
316090,Pattern Building
316090,Action Drafting
316090,Grid Coverage
316090,Hexagon Grid
316090,Open Drafting
316287,Simultaneous Action Selection
316287,Roles with Asymmetric Information
316287,Hidden Roles
316287,Memory
316287,Team-Based Game
316287,Deduction
316322,Dice Rolling
316322,Die Icon Resolution
316322,Roll / Spin and Move
316322,Grid Movement
316343,Open Drafting
316343,Hand Management
316343,Variable Set-up
316377,Closed Drafting
316377,Hand Management
316377,Neighbor Scope
316377,Simultaneous Action Selection
316377,Variable Player Powers
316377,Set Collection
316407,Deck Construction
316407,Auction/Bidding
316407,Highest-Lowest Scoring
316407,Semi-Cooperative Game
316407,Pattern Building
316407,Set Collection
316412,Cube Tower
316412,Scenario / Mission / Campaign Game
316412,Variable Player Powers
316412,Cooperative Game
316412,Solo / Solitaire Game
316412,"Deck, Bag, and Pool Building"
316546,Re-rolling and Locking
316546,Paper-and-Pencil
316546,Dice Rolling
316546,Solo / Solitaire Game
316554,Card Play Conflict Resolution
316554,Delayed Purchase
316554,Increase Value of Unchosen Resources
316554,Force Commitment
316554,"Deck, Bag, and Pool Building"
316554,Multi-Use Cards
316622,Grid Movement
316622,Hexagon Grid
316622,Map Addition
316622,Open Drafting
316622,Tile Placement
316622,Automatic Resource Growth
316624,Roles with Asymmetric Information
316624,Hidden Victory Points
316624,Deduction
316624,Pick-up and Deliver
316624,Hidden Roles
316624,Action Points
316632,Grid Movement
316632,Cooperative Game
316632,Communication Limits
316750,Hand Management
316750,Move Through Deck
316750,Action Points
316750,Cooperative Game
316750,Area Movement
316750,Automatic Resource Growth
316786,Open Drafting
316786,End Game Bonuses
316786,Dice Rolling
316786,Contracts
316786,Action Queue
316786,Area Majority / Influence
316795,End Game Bonuses
316795,Grid Movement
316795,Movement Points
316795,Hand Management
316795,Hexagon Grid
316795,Income
316857,Set Collection
316857,Hand Management
316857,Variable Player Powers
316857,Simultaneous Action Selection
316858,"Deck, Bag, and Pool Building"
316858,Grid Movement
316858,Hand Management
316858,Scenario / Mission / Campaign Game
316927,Player Elimination
316927,Memory
316927,Alliances
316928,Prisoner's Dilemma
316928,Action Queue
316928,Point to Point Movement
316928,Ownership
316928,Semi-Cooperative Game
316928,Movement Points
317105,Action Queue
317105,Chaining
317105,Dice Rolling
317105,Die Icon Resolution
317105,Follow
317105,Race
317231,Track Movement
317231,Pattern Building
317231,Open Drafting
317231,Worker Placement
317231,Grid Coverage
317231,Dice Rolling
317299,Set Collection
317299,Square Grid
317299,Tile Placement
317299,Pattern Building
317311,Cooperative Game
317311,Network and Route Building
317311,Pick-up and Deliver
317321,Area Movement
317321,Critical Hits and Failures
317321,Dice Rolling
317321,Finale Ending
317321,Movement Points
317321,Cooperative Game
317367,Simultaneous Action Selection
317367,Hand Management
317367,Player Judge
317372,Cooperative Game
317432,Cooperative Game
317434,Cooperative Game
317457,Worker Placement
317457,Tile Placement
317457,Movement Points
317457,Income
317457,Dice Rolling
317504,Variable Set-up
317504,Set Collection
317504,Pattern Building
317504,End Game Bonuses
317504,Layering
317511,Area Majority / Influence
317511,Cooperative Game
317511,End Game Bonuses
317511,Events
317511,Grid Movement
317511,Hexagon Grid
317519,Action Points
317519,Variable Player Powers
317519,Role Playing
317519,Measurement Movement
317519,Line of Sight
317519,Dice Rolling
317526,Critical Hits and Failures
317526,Area Majority / Influence
317526,Alliances
317526,Area Movement
317526,Action/Event
317526,Action Points
317643,Bribery
317643,Hand Management
317643,Negotiation
317859,Area Majority / Influence
317859,Pattern Building
317859,Set Collection
317859,Victory Points as a Resource
317940,Hand Management
317940,Dice Rolling
317940,Increase Value of Unchosen Resources
317940,Action Retrieval
317940,Contracts
317940,"Deck, Bag, and Pool Building"
317981,Betting and Bluffing
317981,Player Elimination
317983,Trick-taking
317983,Predictive Bid
317985,Worker Placement
317985,Area Majority / Influence
317985,Contracts
317985,Events
317985,Tech Trees / Tech Tracks
317985,Point to Point Movement
318009,Grid Coverage
318009,Network and Route Building
318009,Paper-and-Pencil
318009,Worker Placement with Dice Workers
318009,Connections
318009,Dice Rolling
318079,Pattern Building
318083,Memory
318083,Cooperative Game
318083,Matching
318083,Speed Matching
318083,Solo / Solitaire Game
318083,Real-Time
318084,Auction: Multiple Lot
318084,Open Drafting
318084,Auction/Bidding
318084,Constrained Bidding
318084,Auction Compensation
318084,Auction: Fixed Placement
318182,Move Through Deck
318182,Hand Management
318182,Market
318182,Solo / Solitaire Game
318182,"Deck, Bag, and Pool Building"
318182,End Game Bonuses
318183,Tile Placement
318183,Square Grid
318183,Pattern Building
318183,Turn Order: Auction
318183,Hand Management
318183,Auction: Sealed Bid
318184,End Game Bonuses
318184,Scenario / Mission / Campaign Game
318184,Move Through Deck
318184,Hand Management
318184,Market
318184,"Deck, Bag, and Pool Building"
318195,Memory
318195,Cooperative Game
318243,Unknown
318328,Open Drafting
318328,Tile Placement
318328,Set Collection
318359,Cooperative Game
318359,Communication Limits
318359,"Deck, Bag, and Pool Building"
318359,Real-Time
318388,End Game Bonuses
318388,Mancala
318388,Tile Placement
318388,Track Movement
318388,Worker Placement
318450,Open Drafting
318450,Area Majority / Influence
318450,Modular Board
318472,Dice Rolling
318472,Square Grid
318472,Grid Movement
318472,Push Your Luck
318472,Movement Points
318472,Critical Hits and Failures
318546,Dice Rolling
318546,Variable Player Powers
318546,Cooperative Game
318546,Line of Sight
318546,Modular Board
318546,Square Grid
318551,Auction/Bidding
318553,Race
318553,Paper-and-Pencil
318553,Dice Rolling
318556,Set Collection
318556,Open Drafting
318559,Matching
318559,Dice Rolling
318560,Grid Coverage
318560,End Game Bonuses
318560,Point to Point Movement
318560,Open Drafting
318560,Hexagon Grid
318560,Network and Route Building
318709,Auction/Bidding
318709,Selection Order Bid
318709,Market
318709,Hand Management
318709,Auction: Turn Order Until Pass
318714,Unknown
318977,Scenario / Mission / Campaign Game
318977,Deduction
318977,Solo / Solitaire Game
318977,Cooperative Game
318983,"Deck, Bag, and Pool Building"
318983,Open Drafting
318983,Hexagon Grid
318983,Action Retrieval
318983,Hand Management
318983,Network and Route Building
319078,Trading
319078,Roles with Asymmetric Information
319078,Deduction
319107,Cooperative Game
319114,Unknown
319135,Cooperative Game
319135,Deduction
319135,Real-Time
319135,Storytelling
319263,Dice Rolling
319263,Action Points
319263,End Game Bonuses
319263,Line of Sight
319263,Grid Movement
319263,Movement Points
319264,Grid Movement
319264,Variable Player Powers
319264,Dice Rolling
319288,Solo / Solitaire Game
319288,Simultaneous Action Selection
319288,Dice Rolling
319295,Tile Placement
319295,Pattern Building
319320,Chaining
319320,Set Collection
319320,Paper-and-Pencil
319320,Dice Rolling
319348,Square Grid
319348,End Game Bonuses
319348,Highest-Lowest Scoring
319348,Open Drafting
319348,Solo / Solitaire Game
319348,Pattern Building
319392,Set Collection
319392,Variable Player Powers
319392,Contracts
319392,Hand Management
319392,Point to Point Movement
319392,Worker Placement
319402,Communication Limits
319402,Hand Management
319402,Cooperative Game
319421,Solo / Solitaire Game
319421,Action Points
319421,Variable Set-up
319421,Cooperative Game
319421,Modular Board
319421,Dice Rolling
319529,Cooperative Game
319579,Dice Rolling
319579,Flicking
319579,Push Your Luck
319592,"Worker Placement, Different Worker Types"
319592,Highest-Lowest Scoring
319592,Worker Placement
319592,Area Movement
319604,Solo / Solitaire Game
319604,Cooperative Game
319680,Auction/Bidding
319680,Hand Management
319736,Market
319736,Ownership
319736,Variable Player Powers
319754,Real-Time
319754,Cooperative Game
319754,Memory
319793,Income
319793,"Deck, Bag, and Pool Building"
319793,Market
319793,Open Drafting
319807,Turn Order: Claim Action
319807,End Game Bonuses
319807,Market
319807,Scenario / Mission / Campaign Game
319807,Turn Order: Progressive
319807,Solo / Solitaire Game
319910,Turn Order: Claim Action
319910,Deck Construction
319910,Deduction
319910,Action Points
319910,Area Majority / Influence
319910,Hand Management
319921,Pattern Building
319921,Hidden Victory Points
319966,Area Majority / Influence
319966,Hand Management
319966,Memory
319966,Map Reduction
319966,Communication Limits
319966,Campaign / Battle Card Driven
319971,Grid Movement
319971,Deck Construction
319971,Hand Management
319971,Cooperative Game
319971,Scenario / Mission / Campaign Game
319971,Variable Phase Order
319999,Contracts
319999,End Game Bonuses
319999,Set Collection
319999,Open Drafting
319999,Map Addition
319999,Pieces as Map
320136,Player Elimination
320136,Dice Rolling
320136,Simultaneous Action Selection
320136,Real-Time
320136,Take That
320136,Chaining
320275,Set Collection
320275,Open Drafting
320275,Take That
320390,Variable Player Powers
320390,Slide/Push
320446,Take That
320446,Solo / Solitaire Game
320446,Tile Placement
320446,Income
320446,Area Majority / Influence
320446,End Game Bonuses
320527,Take That
320527,Dice Rolling
320527,Variable Player Powers
320534,Roll / Spin and Move
320677,Dice Rolling
320718,Track Movement
320718,Tug of War
320718,Take That
320718,Hidden Roles
320718,Deduction
320718,Hand Management
320819,Chaining
320819,Area Majority / Influence
320819,Hand Management
320819,Contracts
320819,End Game Bonuses
320819,Income
320862,Simultaneous Action Selection
320862,Team-Based Game
320992,Variable Set-up
320992,Contracts
320992,Set Collection
320992,Dice Rolling
320992,Open Drafting
321108,Paper-and-Pencil
321108,Modular Board
321108,Dice Rolling
321140,Solo / Solitaire Game
321140,Hand Management
321140,Tile Placement
321140,Area Majority / Influence
321140,Card Play Conflict Resolution
321140,Area Movement
321277,Turn Order: Time Track
321277,Market
321277,Dice Rolling
321277,Auction/Bidding
321277,Action Points
321539,Real-Time
321596,Pick-up and Deliver
321596,Modular Board
321596,Point to Point Movement
321596,Map Deformation
321596,Hexagon Grid
321596,Network and Route Building
321608,Voting
321608,Simulation
321608,Hand Management
321608,Action/Event
321608,Variable Player Powers
321641,Solo / Solitaire Game
321641,Bingo
321641,Contracts
321641,Dice Rolling
321641,Paper-and-Pencil
321684,Square Grid
321711,Cooperative Game
321711,Stacking and Balancing
321756,Set Collection
321757,Pattern Recognition
321757,Dice Rolling
321757,Race
322010,Set Collection
322010,Pattern Building
322010,Open Drafting
322010,Hand Management
322014,Closed Drafting
322014,Area Majority / Influence
322014,Hand Management
322014,Highest-Lowest Scoring
322014,Open Drafting
322014,Set Collection
322039,Deduction
322039,Real-Time
322039,Simultaneous Action Selection
322039,Solo / Solitaire Game
322124,"Deck, Bag, and Pool Building"
322124,Team-Based Game
322168,Square Grid
322168,Zone of Control
322168,Area Majority / Influence
322168,"Deck, Bag, and Pool Building"
322195,Neighbor Scope
322195,Hand Management
322204,Real-Time
322204,Speed Matching
322250,Dice Rolling
322282,Memory
322282,Solo / Solitaire Game
322282,Set Collection
322282,Open Drafting
322282,Hand Management
322282,Variable Player Powers
322283,Scenario / Mission / Campaign Game
322283,Variable Player Powers
322283,Action Points
322283,Role Playing
322283,Dice Rolling
322283,Measurement Movement
322289,Ownership
322289,Point to Point Movement
322289,Set Collection
322289,Turn Order: Stat-Based
322289,Variable Set-up
322289,Contracts
322339,"I Cut, You Choose"
322339,Hand Management
322339,Force Commitment
322339,Area Movement
322339,Area Majority / Influence
322339,Set Collection
322421,Set Collection
322421,Turn Order: Time Track
322476,Solo / Solitaire Game
322476,Simulation
322476,Movement Points
322476,Modular Board
322476,Hexagon Grid
322476,Grid Movement
322522,Card Play Conflict Resolution
322522,Open Drafting
322522,Take That
322522,End Game Bonuses
322522,Hand Management
322522,Sudden Death Ending
322524,Action Retrieval
322524,Deck Construction
322524,Action Queue
322524,Critical Hits and Failures
322524,Cooperative Game
322524,Campaign / Battle Card Driven
322561,Team-Based Game
322561,Variable Player Powers
322561,Take That
322561,Dice Rolling
322562,Variable Player Powers
322562,Team-Based Game
322562,Take That
322562,Dice Rolling
322563,Take That
322563,Variable Player Powers
322563,Team-Based Game
322563,Dice Rolling
322564,Area Majority / Influence
322564,Modular Board
322564,Map Addition
322564,Hexagon Grid
322564,Enclosure
322564,Chaining
322565,Automatic Resource Growth
322565,Variable Set-up
322565,Tile Placement
322565,Income
322565,Catch the Leader
322565,Solo / Solitaire Game
322568,Set Collection
322568,Point to Point Movement
322568,Open Drafting
322568,Modular Board
322568,Tile Placement
322588,Worker Placement with Dice Workers
322588,Variable Set-up
322588,Turn Order: Stat-Based
322588,Tile Placement
322588,Open Drafting
322589,Turn Order: Stat-Based
322589,Simultaneous Action Selection
322589,Solo / Solitaire Game
322589,Open Drafting
322589,Hand Management
322589,Area Majority / Influence
322616,Set Collection
322616,Open Drafting
322616,Hand Management
322616,Auction: Turn Order Until Pass
322622,Turn Order: Stat-Based
322622,Open Drafting
322622,Solo / Solitaire Game
322622,Set Collection
322623,Worker Placement
322656,Grid Movement
322656,Dice Rolling
322656,Action Points
322656,Action Queue
322656,Cooperative Game
322656,Die Icon Resolution
322696,Trick-taking
322697,Deduction
322697,Action Points
322697,Hidden Movement
322703,Pattern Building
322703,Solo / Solitaire Game
322703,Take That
322703,Push Your Luck
322705,Simultaneous Action Selection
322705,Take That
322708,Dice Rolling
322708,Movement Points
322708,Role Playing
322708,Cooperative Game
322708,Grid Movement
322708,Modular Board
322709,Card Play Conflict Resolution
322709,Solo / Solitaire Game
322739,Communication Limits
322739,Cooperative Game
322785,Cooperative Game
322785,Storytelling
322785,Solo / Solitaire Game
322785,Deduction
322984,Variable Player Powers
322984,Cooperative Game
322984,Role Playing
322984,Dice Rolling
322984,Modular Board
322984,Grid Movement
322985,Dice Rolling
322985,Grid Movement
322985,Modular Board
322985,Role Playing
322985,Variable Player Powers
322985,Cooperative Game
323068,Unknown
323118,Communication Limits
323118,Cooperative Game
323118,Memory
323118,Solo / Solitaire Game
323156,Solo / Solitaire Game
323156,Point to Point Movement
323156,Map Addition
323156,Area Movement
323156,Action Points
323156,Set Collection
323236,Card Play Conflict Resolution
323236,Hand Management
323236,Simulation
323255,Deduction
323255,Move Through Deck
323255,Solo / Solitaire Game
323255,Paper-and-Pencil
323262,Betting and Bluffing
323262,Trick-taking
323262,Ladder Climbing
323365,Action/Event
323365,Cooperative Game
323365,Dice Rolling
323365,Pattern Recognition
323367,Roll / Spin and Move
323377,Unknown
323612,Hand Management
323612,Income
323612,Solo / Solitaire Game
323612,"Deck, Bag, and Pool Building"
323612,End Game Bonuses
323612,Set Collection
323613,Set Collection
323613,Open Drafting
323613,Tile Placement
323614,Pattern Building
323614,Square Grid
323614,Events
323614,Line of Sight
323614,Once-Per-Game Abilities
323707,Area Majority / Influence
323707,Worker Placement
323707,Different Dice Movement
323784,Voting
323784,Targeted Clues
323784,Hidden Roles
323784,Deduction
323784,Communication Limits
323841,Closed Drafting
323841,Tile Placement
323841,Set Collection
323841,Simultaneous Action Selection
323898,Re-rolling and Locking
323898,Track Movement
323898,Solo / Solitaire Game
323898,Dice Rolling
323898,Worker Placement with Dice Workers
323903,Paper-and-Pencil
323903,Line Drawing
323903,Simultaneous Action Selection
323903,Bingo
324090,End Game Bonuses
324090,Hand Management
324090,"Deck, Bag, and Pool Building"
324090,Area Majority / Influence
324090,Open Drafting
324090,Solo / Solitaire Game
324157,Cooperative Game
324157,Deduction
324157,Scenario / Mission / Campaign Game
324242,Area Movement
324242,Open Drafting
324242,Push Your Luck
324242,Variable Set-up
324242,Race
324242,Solo / Solitaire Game
324246,Line Drawing
324246,Bingo
324246,Solo / Solitaire Game
324246,Paper-and-Pencil
324278,Unknown
324320,Ladder Climbing
324342,Finale Ending
324342,Open Drafting
324342,Semi-Cooperative Game
324342,Cooperative Game
324342,Area Movement
324342,Hidden Movement
324344,Trick-taking
324345,Enclosure
324345,Hand Management
324345,Trick-taking
324345,Predictive Bid
324413,End Game Bonuses
324413,Events
324413,Move Through Deck
324413,Finale Ending
324413,Hand Management
324413,Set Collection
324467,Cooperative Game
324467,Pattern Building
324467,Team-Based Game
324512,Simultaneous Action Selection
324512,Hand Management
324512,Dice Rolling
324512,Variable Player Powers
324513,Card Play Conflict Resolution
324513,Die Icon Resolution
324513,Solo / Solitaire Game
324639,Solo / Solitaire Game
324657,Modular Board
324657,Cooperative Game
324657,Action Points
324657,Measurement Movement
324657,Grid Movement
324657,Dice Rolling
324711,Trick-taking
324759,Sudden Death Ending
324759,Variable Player Powers
324759,Hand Management
324759,Physical Removal
324759,Once-Per-Game Abilities
324759,Solo / Solitaire Game
324853,Cooperative Game
324856,Hand Management
324856,Cooperative Game
324856,Communication Limits
324856,Scenario / Mission / Campaign Game
324856,Trick-taking
324884,Push Your Luck
324884,Dice Rolling
324885,Pattern Recognition
324885,Speed Matching
324894,Action Points
324894,Pattern Building
324894,Action Queue
324894,Chaining
324894,Negotiation
324894,Open Drafting
324914,Traitor Game
324914,Team-Based Game
324914,Semi-Cooperative Game
324914,Hand Management
324914,Deduction
324914,Hidden Roles
324930,Unknown
324957,Cooperative Game
324957,Team-Based Game
324957,Hidden Movement
324957,Deduction
324963,Hand Management
324963,Push Your Luck
324963,Take That
325011,Pick-up and Deliver
325011,Network and Route Building
325011,Bingo
325011,Paper-and-Pencil
325011,Line Drawing
325011,Push Your Luck
325022,Turn Order: Pass Order
325022,Contracts
325022,Action Points
325022,Area Majority / Influence
325038,Hand Management
325038,Solo / Solitaire Game
325038,Set Collection
325038,Move Through Deck
325096,Solo / Solitaire Game
325096,Dice Rolling
325096,Chit-Pull System
325096,Card Play Conflict Resolution
325191,Stock Holding
325191,Tile Placement
325191,Network and Route Building
325348,Campaign / Battle Card Driven
325348,Area Majority / Influence
325348,Events
325348,Point to Point Movement
325348,Pick-up and Deliver
325348,Dice Rolling
325382,Push Your Luck
325388,Unknown
325401,Hand Management
325401,Action Points
325401,Deck Construction
325401,Card Play Conflict Resolution
325401,Cooperative Game
325401,Scenario / Mission / Campaign Game
325409,Hand Management
325409,Set Collection
325414,Take That
325414,Card Play Conflict Resolution
325414,Push Your Luck
325414,Player Elimination
325414,Set Collection
325414,Hand Management
325477,Modular Board
325477,Tile Placement
325477,Pattern Movement
325477,Pattern Building
325477,Matching
325477,Connections
325494,Open Drafting
325494,Dice Rolling
325494,Cooperative Game
325494,Scenario / Mission / Campaign Game
325494,Storytelling
325494,Variable Player Powers
325555,Role Playing
325555,Deduction
325555,Cooperative Game
325555,Solo / Solitaire Game
325555,Storytelling
325555,Scenario / Mission / Campaign Game
325628,Open Drafting
325628,Take That
325635,Action Points
325635,Line of Sight
325635,Hand Management
325635,Variable Player Powers
325635,Point to Point Movement
325635,Card Play Conflict Resolution
325698,Tile Placement
325698,Area Movement
325698,Grid Movement
325698,Contracts
325810,Solo / Solitaire Game
325810,Open Drafting
325810,Hand Management
325810,"Deck, Bag, and Pool Building"
325828,Push Your Luck
325829,Dice Rolling
325829,Take That
325829,Random Production
325829,Set Collection
325829,Open Drafting
325853,Push Your Luck
325853,Dice Rolling
325889,Cooperative Game
325889,Hand Management
325889,Action Points
325889,Grid Movement
325889,Dice Rolling
325889,Narrative Choice / Paragraph
326112,Real-Time
326112,Solo / Solitaire Game
326358,Once-Per-Game Abilities
326358,Worker Placement
326358,Events
326358,Area Majority / Influence
326358,Contracts
326358,Take That
326494,Storytelling
326494,Cooperative Game
326494,Scenario / Mission / Campaign Game
326538,Square Grid
326538,Tile Placement
326538,Solo / Solitaire Game
326538,Worker Placement
326538,Rondel
326624,Die Icon Resolution
326624,Hexagon Grid
326624,Card Play Conflict Resolution
326767,Interrupts
326767,Action Points
326767,Critical Hits and Failures
326767,Dice Rolling
326767,Measurement Movement
326767,Line of Sight
326908,Real-Time
326908,Speed Matching
326908,Pattern Recognition
326933,Point to Point Movement
326933,Take That
326933,Action Points
326933,Card Play Conflict Resolution
326933,Hand Management
326933,Line of Sight
326934,Take That
326934,Point to Point Movement
326934,Action Points
326934,Card Play Conflict Resolution
326934,Hand Management
326934,Line of Sight
326936,Card Play Conflict Resolution
326936,Action Points
326936,Line of Sight
326936,Point to Point Movement
326936,Take That
326936,Hand Management
326937,Line of Sight
326937,Action Points
326937,Hand Management
326937,Card Play Conflict Resolution
326937,Point to Point Movement
326937,Take That
326945,Hidden Victory Points
326945,"I Cut, You Choose"
326945,Auction: Dutch
326945,Auction/Bidding
326945,End Game Bonuses
326945,Increase Value of Unchosen Resources
326983,Set Collection
326983,Hand Management
327056,Storytelling
327056,Cooperative Game
327076,Action/Event
327076,Cooperative Game
327076,Storytelling
327076,Scenario / Mission / Campaign Game
327076,Solo / Solitaire Game
327077,Scenario / Mission / Campaign Game
327077,Solo / Solitaire Game
327077,Storytelling
327077,Action/Event
327077,Cooperative Game
327266,Relative Movement
327266,Push Your Luck
327266,Action Points
327266,Pick-up and Deliver
327266,Dice Rolling
327266,Cooperative Game
327371,Hand Management
327371,Hot Potato
327371,Take That
327371,Finale Ending
327392,Set Collection
327396,Deduction
327396,Cooperative Game
327396,Communication Limits
327643,Speed Matching
327711,Betting and Bluffing
327711,"I Cut, You Choose"
327711,Open Drafting
327711,Solo / Solitaire Game
327778,Cooperative Game
327793,Push Your Luck
327793,Events
327793,Action/Event
327793,Solo / Solitaire Game
327797,Hand Management
327797,Auction/Bidding
327797,Set Collection
327831,Paper-and-Pencil
327831,Dice Rolling
327971,Turn Order: Claim Action
327971,Solo / Solitaire Game
327971,Contracts
327971,Market
327971,Income
327971,Tile Placement
328124,Worker Placement
328124,Variable Phase Order
328124,Tile Placement
328124,Open Drafting
328211,Open Drafting
328211,Commodity Speculation
328289,Dice Rolling
328289,Connections
328289,Square Grid
328326,Solo / Solitaire Game
328326,Paper-and-Pencil
328326,Dice Rolling
328365,Pattern Building
328365,Open Drafting
